mode,policy,reserve,pool_slots,pair_slots,pattern,link_latency,injection_rate,vcs_per_vnet,sim_cycles,random_seed,deadlock,exit_code,wall_seconds,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,grants_migrated,credits_returned,pool_full_blocks,borrowed_peak,grant_queue_mean,grant_queue_max,return_credit_conflicts,received_east,received_west,received_north,received_south,received_up,received_down,received_dir_total,sim_ticks
PRIV-v3,private,,0,6,torus3d_tornado,1,0.2,3,10000,1,0,0,10.817,64000.0,64041.0,63968.0,1.000640625,0.9988601052450774,0.09995,2.044444,9.184264,11.228708,3.002251,429.0,284.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.25,3,10000,1,0,0,11.124,80000.0,79913.0,79811.0,0.9989125,0.9987236119279717,0.1247046875,2.07291,9.236396,11.309306,3.004761,1108.0,725.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.3,3,10000,1,0,0,11.305,96000.0,95858.0,95746.0,0.9985208333333333,0.9988316050825179,0.149603125,2.11212,9.287385,11.399505,3.008188,2266.0,1467.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.35,3,10000,1,0,0,11.868,112000.0,111637.0,111507.0,0.9967589285714286,0.9988355115239571,0.1742296875,2.163335,9.343673,11.507009,3.012842,4268.0,2761.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.4,3,10000,1,0,0,11.694,128000.0,127611.0,127471.0,0.9969609375,0.9989029158928305,0.1991734375,2.233418,9.409827,11.643244,3.019989,7511.0,4825.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.45,3,10000,1,0,0,12.423,144000.0,143675.0,143524.0,0.9977430555555555,0.9989490168783713,0.22425625,2.327848,9.485724,11.813571,3.029361,12644.0,8063.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.5,3,10000,1,0,0,12.646,160000.0,159648.0,159482.0,0.9978,0.9989602124674284,0.249190625,2.463425,9.566892,12.030317,3.040669,19478.0,12286.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.55,3,10000,1,0,0,13.159,176000.0,175719.0,175536.0,0.9984034090909091,0.9989585645263176,0.274275,2.67119,9.666695,12.337885,3.055567,29434.0,18258.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.6,3,10000,1,0,0,13.170,192000.0,191710.0,191496.0,0.9984895833333334,0.998883730634813,0.2992125,2.998235,9.781223,12.779458,3.073067,42308.0,25856.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.65,3,10000,1,0,0,13.573,208000.0,207770.0,207544.0,0.9988942307692308,0.9989122587476537,0.3242875,3.642591,9.915358,13.557949,3.092154,58400.0,35066.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.7,3,10000,1,0,0,13.636,224000.0,223633.0,223387.0,0.9983616071428572,0.9988999834550357,0.3490421875,5.319862,10.084486,15.404348,3.116094,78357.0,45989.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.75,3,10000,1,0,0,14.024,240000.0,239282.0,239011.0,0.9970083333333334,0.9988674451066106,0.3734546875,17.504868,10.291079,27.795947,3.141224,102721.0,58983.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.8,3,10000,1,0,0,14.129,256000.0,243998.0,243722.0,0.9531171875,0.9988688431872392,0.380815625,234.439177,10.368108,244.807285,3.151336,111533.0,63260.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.85,3,10000,1,0,0,14.808,272000.0,244010.0,243723.0,0.8970955882352941,0.998823818695955,0.3808171875,511.728852,10.363339,522.092191,3.150384,111109.0,63133.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
